"~id","~labels","termo","codigo","categoria","ch_teorica","nome","ch_pratica","label","ch_extensao"
"4:f4b58906-e3ae-4787-871e-1af324202838:223","UCS",6,"8041","ELETIVA",36,"DESENVOLVIMENTO INTEGRADO DE PRODUTOS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:224","UCS",6,"5869","ELETIVA",72,"ECOLOGIA AVANÇADA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:225","UCS",6,"8531","ELETIVA",72,"EFEITOS BIOLÓGICOS DAS RADIAÇÕES IONIZANTES",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:226","UCS",6,"6062","ELETIVA",72,"ELEMENTOS DE ÁLGEBRA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:227","UCS",6,"8642","ELETIVA",60,"ELETIVA,- CIDADES: LINGUAGENS, NARRATIVAS E EXPERIÊNCIAS URBANAS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:228","UCS",6,"8521","ELETIVA",50,"ELETRÔNICA",22,,
"4:f4b58906-e3ae-4787-871e-1af324202838:229","UCS",6,"5410","ELETIVA",72,"ENERGIA, SOCIEDADE E MEIO AMBIENTE",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:230","UCS",6,"5851","ELETIVA",72,"ENGENHARIA BIOQUÍMICA II",0,,4
"4:f4b58906-e3ae-4787-871e-1af324202838:231","UCS",6,"5890","ELETIVA",72,"ENGENHARIA CERÂMICA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:232","UCS",6,"6107","ELETIVA",36,"ENGENHARIA CLÍNICA HOSPITALAR APLICADA",36,,16
"4:f4b58906-e3ae-4787-871e-1af324202838:233","UCS",6,"9689","ELETIVA",72,"ENGENHARIA DE MICROESTRUTURA DE METAIS E LIGAS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:234","UCS",6,"6682","ELETIVA",72,"ENGENHARIA DE PRODUTOS CERÂMICOS",0,,6
"4:f4b58906-e3ae-4787-871e-1af324202838:235","UCS",6,"2614","ELETIVA",36,"ENGENHARIA DE SOFTWARE",36,,16
"4:f4b58906-e3ae-4787-871e-1af324202838:236","UCS",6,"6112","ELETIVA",36,"ENGENHARIA MÉDICA APLICADA",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:237","UCS",6,"5868","INTERDISCIPLINAR",72,"ENGENHARIA TECIDUAL E MEDICINA REGENERATIVA",0,,20
"4:f4b58906-e3ae-4787-871e-1af324202838:238","UCS",6,"5387","ELETIVA",52,"ENSAIOS DE MATERIAIS",20,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:239","UCS",6,"6094","ELETIVA",72,"EQUAÇÕES DIFERENCIAIS ORDINÁRIAS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:240","UCS",6,"5871","ELETIVA",60,"ESTRUTURA E PROPRIEDADES DE POLÍMEROS",12,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:241","UCS",6,"9902","ELETIVA",72,"FENÔMENOS DE TRANSPORTE APLICADOS A SISTEMAS BIOLÓGICOS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:242","UCS",6,"9817","INTERDISCIPLINAR",36,"FENÔMENOS ÓPTICOS",36,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:243","UCS",6,"5761","ELETIVA",0,"FÍSICA MODERNA EXPERIMENTAL",72,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:244","UCS",6,"6047","INTERDISCIPLINAR",58,"FLUXOS EM REDES",14,,
"4:f4b58906-e3ae-4787-871e-1af324202838:245","UCS",6,"9794","ELETIVA",20,"FUNDAMENTOS DE ADMINISTRAÇÃO",16,,
"4:f4b58906-e3ae-4787-871e-1af324202838:246","UCS",6,"9803","ELETIVA",36,"FUNDAMENTOS DE ELETRÔNICA APLICADA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:247","UCS",6,"5777","ELETIVA",36,"FUNDAMENTOS DE MATLAB APLICADO À ENGENHARIA",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:248","UCS",6,"9877","ELETIVA",72,"FUNDAMENTOS DE QUÍMICA MEDICINAL",0,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:249","UCS",6,"4424","ELETIVA",36,"GEOMETRIA ANALÍTICA II",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:250","UCS",6,"8650","INTERDISCIPLINAR",36,"GESTÃO DA INOVAÇÃO",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:251","UCS",6,"5886","INTERDISCIPLINAR",20,"GESTÃO DE PROJETOS",16,,
"4:f4b58906-e3ae-4787-871e-1af324202838:252","UCS",6,"4165","ELETIVA",36,"IMAGENS BIOMÉDICAS",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:253","UCS",6,"5864","ELETIVA",72,"IMUNOLOGIA APLICADA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:254","UCS",6,"5855","ELETIVA",72,"IMUNOLOGIA GERAL",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:256","UCS",6,"8273","ELETIVA",48,"INSTRUMENTOS BIOMÉDICOS",24,,20
"4:f4b58906-e3ae-4787-871e-1af324202838:257","UCS",6,"8217","ELETIVA",56,"INSTRUMENTOS ELETROMÉDICOS",16,,12
"4:f4b58906-e3ae-4787-871e-1af324202838:258","UCS",6,"5781","ELETIVA",54,"INTERAÇÃO HUMANO-COMPUTADOR",18,,
"4:f4b58906-e3ae-4787-871e-1af324202838:259","UCS",6,"9880","ELETIVA",54,"INTERAÇÃO HUMANO-COMPUTADOR E EXPERIÊNCIA DO USUÁRIO (UX)",18,,16
"4:f4b58906-e3ae-4787-871e-1af324202838:261","UCS",6,"9509","ELETIVA",72,"INTRODUÇÃO À ANALISE DE FALHAS EM METAIS",0,,12
"4:f4b58906-e3ae-4787-871e-1af324202838:262","UCS",6,"6049","ELETIVA",72,"INTRODUÇÃO À ANÁLISE FUNCIONAL",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:263","UCS",6,"5390","INTERDISCIPLINAR",72,"INTRODUÇÃO À BIOLOGIA DE SISTEMAS",0,,12
"4:f4b58906-e3ae-4787-871e-1af324202838:264","UCS",6,"9793","ELETIVA",36,"INTRODUÇÃO À ECONOMIA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:265","UCS",6,"5453","ELETIVA",36,"INTRODUÇÃO À ELETROTÉCNICA",0,,4
"4:f4b58906-e3ae-4787-871e-1af324202838:266","UCS",6,"6085","ELETIVA",72,"INTRODUÇÃO À GEOMETRIA DIFERENCIAL",0,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:267","UCS",6,"7583","ELETIVA",72,"INTRODUÇÃO À ÓTICA BIOMÉDICA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:268","UCS",6,"4412","ELETIVA",64,"INTRODUÇÃO À PESQUISA OPERACIONAL",8,,
"4:f4b58906-e3ae-4787-871e-1af324202838:269","UCS",6,"8529","ELETIVA",72,"INTRODUÇÃO À TEORIA DOS SISTEMAS DINÂMICOS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:270","UCS",6,"7977","OPTATIVA",40,"INTRODUÇÃO AO DESENVOLVIMENTO DE JOGOS DIGITAIS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:272","UCS",6,"6899","OPTATIVA",40,"JOGOS, GAMES E GAMIFICAÇÃO",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:274","UCS",6,"5850","ELETIVA",0,"LABORATÓRIO DE BIOQUÍMICA ANALÍTICA",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:275","UCS",6,"9806","ELETIVA",8,"LABORATÓRIO DE CONTROLE APLICADO",28,,
"4:f4b58906-e3ae-4787-871e-1af324202838:276","UCS",6,"5930","ELETIVA",0,"LABORATÓRIO DE ELETRÔNICA DIGITAL",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:277","UCS",6,"5852","INTERDISCIPLINAR",0,"LABORATÓRIO DE ENGENHARIA BIOQUÍMICA",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:278","UCS",6,"6055","ELETIVA",36,"LABORATÓRIO DE ESTATÍSTICA APLICADA",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:279","UCS",6,"5412","ELETIVA",58,"LABORATÓRIO DE METODOLOGIAS ÁGEIS",14,,
"4:f4b58906-e3ae-4787-871e-1af324202838:280","UCS",6,"6098","ELETIVA",14,"LABORATÓRIO DE SISTEMAS COMPUTACIONAIS: COMPILADORES",58,,
"4:f4b58906-e3ae-4787-871e-1af324202838:281","UCS",6,"8271","ELETIVA",36,"LABORATÓRIO DE SISTEMAS COMPUTACIONAIS: COMUNICAÇÃO DIGITAL",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:282","UCS",6,"6095","ELETIVA",8,"LABORATÓRIO DE SISTEMAS COMPUTACIONAIS: ENGENHARIA DE SISTEMAS",28,,
"4:f4b58906-e3ae-4787-871e-1af324202838:283","UCS",6,"6109","ELETIVA",8,"LABORATÓRIO DE SISTEMAS COMPUTACIONAIS: REDES DE COMPUTADORES",28,,
"4:f4b58906-e3ae-4787-871e-1af324202838:284","UCS",6,"6102","ELETIVA",14,"LABORATÓRIO DE SISTEMAS COMPUTACIONAIS: SISTEMAS OPERACIONAIS",58,,
"4:f4b58906-e3ae-4787-871e-1af324202838:285","UCS",6,"5937","ELETIVA",24,"LABORATÓRIO DE USABILIDADE NA WEB",48,,
"4:f4b58906-e3ae-4787-871e-1af324202838:286","UCS",6,"5470","OPTATIVA",60,"LIBRAS - EAD",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:287","UCS",6,"4775","ELETIVA",36,"MACROECONOMIA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:288","UCS",6,"9016","ELETIVA",72,"MANUFATURA ADITIVA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:289","UCS",6,"7580","ELETIVA",72,"MATERIAIS AEROESPACIAIS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:290","UCS",6,"5393","ELETIVA",64,"MATERIAIS COMPÓSITOS",8,,4
"4:f4b58906-e3ae-4787-871e-1af324202838:291","UCS",6,"6927","ELETIVA",72,"MATERIAIS DE CONSTRUÇÃO CIVIL",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:292","UCS",6,"5784","ELETIVA",56,"MATÉRIAS-PRIMAS CERÂMICAS",16,,6
"4:f4b58906-e3ae-4787-871e-1af324202838:293","UCS",6,"5889","ELETIVA",72,"MECÂNICA DA FRATURA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:295","UCS",6,"8649","ELETIVA",52,"METALURGIA DE LIGAS AERONÁUTICAS",20,,12
"4:f4b58906-e3ae-4787-871e-1af324202838:296","UCS",6,"5888","ELETIVA",28,"METALURGIA DO PÓ",8,,
"4:f4b58906-e3ae-4787-871e-1af324202838:297","UCS",6,"5878","ELETIVA",36,"METALURGIA EXTRATIVA",0,,2
"4:f4b58906-e3ae-4787-871e-1af324202838:298","UCS",6,"6671","ELETIVA",72,"METALURGIA FÍSICA",0,,6
"4:f4b58906-e3ae-4787-871e-1af324202838:299","UCS",6,"6928","ELETIVA",72,"METALURGIA MECÂNICA",0,,6
"4:f4b58906-e3ae-4787-871e-1af324202838:300","UCS",6,"5922","ELETIVA",36,"MÉTODOS AVANÇADOS EM PROCESSAMENTO DE IMAGENS BIOMÉDICAS",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:301","UCS",6,"8043","ELETIVA",36,"MÉTODOS ESTATÍSTICOS MULTIVARIADOS",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:302","UCS",6,"6104","INTERDISCIPLINAR",58,"MÉTODOS NUMÉRICOS PARA EQUAÇÕES DIFERENCIAIS",14,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:303","UCS",6,"6051","INTERDISCIPLINAR",58,"MÉTODOS PROBABILÍSTICOS EM PESQUISA OPERACIONAL",14,,
"4:f4b58906-e3ae-4787-871e-1af324202838:305","UCS",6,"5861","ELETIVA",36,"MODELAGEM MOLECULAR",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:306","UCS",6,"5866","ELETIVA",72,"MODELOS ANIMAIS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:308","UCS",6,"5394","ELETIVA",72,"OPERAÇÕES UNITÁRIAS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:309","UCS",6,"5102","INTERDISCIPLINAR",72,"OTIMIZAÇÃO INTEIRA",0,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:310","UCS",6,"2199","ELETIVA",36,"PARADIGMAS DE PROGRAMAÇÃO",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:311","UCS",6,"7673","ELETIVA",56,"PRÁTICAS DE EXTENSÃO E DIVULGAÇÃO CIENTÍFICA",16,,
"4:f4b58906-e3ae-4787-871e-1af324202838:312","UCS",6,"9548","ELETIVA",0,"PRÁTICAS EM INSTRUMENTAÇÃO BIOMÉDICA",72,,
"4:f4b58906-e3ae-4787-871e-1af324202838:314","UCS",6,"5938","ELETIVA",72,"PROCESSAMENTO DE MATERIAIS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:315","UCS",6,"5873","ELETIVA",56,"PROCESSAMENTO DE MATERIAIS CERÂMICOS",16,,6
"4:f4b58906-e3ae-4787-871e-1af324202838:316","UCS",6,"9797","ELETIVA",52,"PROCESSAMENTO DE MATERIAIS COM LASER",20,,12
"4:f4b58906-e3ae-4787-871e-1af324202838:317","UCS",6,"5877","ELETIVA",60,"PROCESSAMENTO DE MATERIAIS METÁLICOS",12,,6
"4:f4b58906-e3ae-4787-871e-1af324202838:318","UCS",6,"8218","ELETIVA",0,"PROCESSAMENTO DE SINAIS",36,,4
"4:f4b58906-e3ae-4787-871e-1af324202838:319","UCS",6,"5931","ELETIVA",36,"PROCESSAMENTO DE SINAIS BIOMÉDICOS",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:320","UCS",6,"5879","ELETIVA",56,"PROCESSAMENTO DE TERMOPLÁSTICOS",16,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:321","UCS",6,"9801","ELETIVA",36,"PROCESSAMENTO DE TERMORRÍGIDOS E ELASTÔMEROS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:322","UCS",6,"3580","ELETIVA",42,"PROGRAMAÇÃO CONCORRENTE E DISTRIBUÍDA",30,,
"4:f4b58906-e3ae-4787-871e-1af324202838:324","UCS",6,"9795","ELETIVA",0,"PROJETOS EM ENGENHARIA BIOMÉDICA",72,,
"4:f4b58906-e3ae-4787-871e-1af324202838:325","UCS",6,"9882","ELETIVA",72,"PROJETOS EM ENGENHARIA DE COMPUTAÇÃO",0,,72
"4:f4b58906-e3ae-4787-871e-1af324202838:326","UCS",6,"9904","ELETIVA",36,"PROJETOS EXTENSIONISTAS EM ENG. BIOMÉDICA",0,,36
"4:f4b58906-e3ae-4787-871e-1af324202838:327","UCS",6,"9798","ELETIVA",0,"PROJETOS EXTENSIONISTAS ENG. MATERIAIS",72,,72
"4:f4b58906-e3ae-4787-871e-1af324202838:328","UCS",6,"8519","ELETIVA",72,"PROJETOS SUSTENTÁVEIS EM POLÍMEROS",0,,72
"4:f4b58906-e3ae-4787-871e-1af324202838:329","UCS",6,"5860","ELETIVA",36,"PROTEÔMICA",36,,12
"4:f4b58906-e3ae-4787-871e-1af324202838:330","UCS",6,"5885","INTERDISCIPLINAR",20,"QUALIDADE",16,,
"4:f4b58906-e3ae-4787-871e-1af324202838:331","UCS",6,"8530","ELETIVA",72,"RADIOTERAPIA PARA ENGENHARIA",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:333","UCS",6,"2617","ELETIVA",52,"REDES DE COMPUTADORES",20,,
"4:f4b58906-e3ae-4787-871e-1af324202838:335","UCS",6,"5785","ELETIVA",36,"REOLOGIA DOS MATERIAIS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:338","UCS",6,"3819","ELETIVA",36,"SEGURANÇA COMPUTACIONAL",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:339","UCS",6,"8288","ELETIVA",28,"SEGURANÇA DA INFORMAÇÃO",8,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:340","UCS",6,"9799","INTERDISCIPLINAR",72,"SELEÇÃO DE MATERIAIS",0,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:341","UCS",6,"6101","ELETIVA",36,"SEMINÁRIOS INTERDISCIPLINARES",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:342","UCS",6,"5786","ELETIVA",52,"SÍNTESE DE POLÍMEROS",20,,
"4:f4b58906-e3ae-4787-871e-1af324202838:343","UCS",6,"8253","OPTATIVA",40,"SISTEMAS COGNITIVOS ARTIFICIAIS NO ENSINO E APRENDIZAGEM",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:344","UCS",6,"7548","OPTATIVA",40,"SISTEMAS COMPUTACIONAIS COLABORATIVOS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:345","UCS",6,"3049","ELETIVA",42,"SISTEMAS DISTRIBUÍDOS",30,,
"4:f4b58906-e3ae-4787-871e-1af324202838:347","UCS",6,"5398","ELETIVA",36,"SISTEMAS MECÂNICOS",36,,20
"4:f4b58906-e3ae-4787-871e-1af324202838:348","UCS",6,"8517","ELETIVA",72,"SOFT SKILLS NA ENGENHARIA",0,,36
"4:f4b58906-e3ae-4787-871e-1af324202838:349","UCS",6,"6929","ELETIVA",60,"SOLDAGEM",12,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:350","UCS",6,"8518","ELETIVA",72,"SUSTENTABILIDADE",0,,36
"4:f4b58906-e3ae-4787-871e-1af324202838:351","UCS",6,"9015","ELETIVA",36,"SUSTENTABILIDADE NO GERENCIAMENTO DE RESÍDUOS",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:352","UCS",6,"5787","ELETIVA",48,"TÉCNICAS EXPERIMENTAIS",24,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:353","UCS",6,"10126","ELETIVA",72,"TECNOLOGIA DO PVC",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:354","UCS",6,"5782","ELETIVA",60,"TECNOLOGIA EM TINTAS E VERNIZES",12,,4
"4:f4b58906-e3ae-4787-871e-1af324202838:356","UCS",6,"8522","ELETIVA",36,"TELEMEDICINA",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:357","UCS",6,"9883","ELETIVA",72,"TEORIA DE GALOIS",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:358","UCS",6,"2975","ELETIVA",62,"TEORIA DOS GRAFOS",10,,
"4:f4b58906-e3ae-4787-871e-1af324202838:360","UCS",6,"6096","INTERDISCIPLINAR",36,"TÓPICOS EM CIÊNCIA E TECNOLOGIA IV",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:361","UCS",6,"6943","ELETIVA",36,"TÓPICOS EM ESTATÍSTICA",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:364","UCS",6,"7215","ELETIVA",72,"TÓPICOS EM FUNDAMENTOS DA COMPUTAÇÃO IV",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:365","UCS",6,"7216","ELETIVA",36,"TÓPICOS EM FUNDAMENTOS DA COMPUTAÇÃO V",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:366","UCS",6,"9547","ELETIVA",72,"TÓPICOS EM HISTÓRIA DA MATEMÁTICA",0,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:367","UCS",6,"6060","ELETIVA",36,"TÓPICOS EM MATEMÁTICA COMPUTACIONAL I",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:368","UCS",6,"6061","ELETIVA",36,"TÓPICOS EM MATEMÁTICA COMPUTACIONAL II",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:369","UCS",6,"9829","ELETIVA",0,"TÓPICOS EM MATEMÁTICA E SOCIEDADE II",36,,36
"4:f4b58906-e3ae-4787-871e-1af324202838:370","UCS",6,"8219","ELETIVA",72,"TÓPICOS EM RESSONÂNCIA MAGNÉTICA NUCLEAR",0,,
"4:f4b58906-e3ae-4787-871e-1af324202838:373","UCS",6,"7218","ELETIVA",36,"TÓPICOS EM TECNOLOGIA DA COMPUTAÇÃO IV",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:374","UCS",6,"7219","ELETIVA",36,"TÓPICOS EM TECNOLOGIA DA COMPUTAÇÃO V",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:375","UCS",6,"9831","ELETIVA",54,"TÓPICOS EM TEORIA DOS NÚMEROS",18,,8
"4:f4b58906-e3ae-4787-871e-1af324202838:376","UCS",6,"9821","INTERDISCIPLINAR",18,"TÓPICOS ESPECIAIS EM ECONOMIA E NEGÓCIOS",18,,18
"4:f4b58906-e3ae-4787-871e-1af324202838:377","UCS",6,"9818","INTERDISCIPLINAR",40,"TÓPICOS ESPECIAIS EM FÍSICA",32,,
"4:f4b58906-e3ae-4787-871e-1af324202838:379","UCS",6,"5763","ELETIVA",52,"TRANSDUÇÃO DE GRANDEZAS BIOMÉDICAS",20,,
"4:f4b58906-e3ae-4787-871e-1af324202838:380","UCS",6,"9800","ELETIVA",36,"TRATAMENTOS TÉRMICOS",36,,6
"4:f4b58906-e3ae-4787-871e-1af324202838:381","UCS",6,"3050","ELETIVA",36,"VALIDAÇÃO E VERIFICAÇÃO DE SOFTWARE",36,,
"4:f4b58906-e3ae-4787-871e-1af324202838:382","UCS",6,"5402","ELETIVA",54,"VIDROS, VITROCERÂMICOS E VIDRADOS",18,,8