"~id","~start_node_id","~end_node_id","~relationship_type"
"5:f4b58906-e3ae-4787-871e-1af324202838:6922032627268452481","4:f4b58906-e3ae-4787-871e-1af324202838:262","4:f4b58906-e3ae-4787-871e-1af324202838:129","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6924284427082137729","4:f4b58906-e3ae-4787-871e-1af324202838:269","4:f4b58906-e3ae-4787-871e-1af324202838:129","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847070","4:f4b58906-e3ae-4787-871e-1af324202838:94","4:f4b58906-e3ae-4787-871e-1af324202838:165","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847081","4:f4b58906-e3ae-4787-871e-1af324202838:105","4:f4b58906-e3ae-4787-871e-1af324202838:165","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847091","4:f4b58906-e3ae-4787-871e-1af324202838:115","4:f4b58906-e3ae-4787-871e-1af324202838:165","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847093","4:f4b58906-e3ae-4787-871e-1af324202838:117","4:f4b58906-e3ae-4787-871e-1af324202838:165","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847150","4:f4b58906-e3ae-4787-871e-1af324202838:174","4:f4b58906-e3ae-4787-871e-1af324202838:165","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847165","4:f4b58906-e3ae-4787-871e-1af324202838:189","4:f4b58906-e3ae-4787-871e-1af324202838:165","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847231","4:f4b58906-e3ae-4787-871e-1af324202838:255","4:f4b58906-e3ae-4787-871e-1af324202838:165","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847254","4:f4b58906-e3ae-4787-871e-1af324202838:278","4:f4b58906-e3ae-4787-871e-1af324202838:165","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847277","4:f4b58906-e3ae-4787-871e-1af324202838:301","4:f4b58906-e3ae-4787-871e-1af324202838:165","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847279","4:f4b58906-e3ae-4787-871e-1af324202838:303","4:f4b58906-e3ae-4787-871e-1af324202838:165","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847337","4:f4b58906-e3ae-4787-871e-1af324202838:361","4:f4b58906-e3ae-4787-871e-1af324202838:165","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532287","4:f4b58906-e3ae-4787-871e-1af324202838:63","4:f4b58906-e3ae-4787-871e-1af324202838:24","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6922032627268452376","4:f4b58906-e3ae-4787-871e-1af324202838:205","4:f4b58906-e3ae-4787-871e-1af324202838:24","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847184","4:f4b58906-e3ae-4787-871e-1af324202838:208","4:f4b58906-e3ae-4787-871e-1af324202838:24","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847039","4:f4b58906-e3ae-4787-871e-1af324202838:63","4:f4b58906-e3ae-4787-871e-1af324202838:25","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6919780827454767129","4:f4b58906-e3ae-4787-871e-1af324202838:85","4:f4b58906-e3ae-4787-871e-1af324202838:25","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6922032627268452377","4:f4b58906-e3ae-4787-871e-1af324202838:133","4:f4b58906-e3ae-4787-871e-1af324202838:25","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6924284427082137625","4:f4b58906-e3ae-4787-871e-1af324202838:198","4:f4b58906-e3ae-4787-871e-1af324202838:25","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532472","4:f4b58906-e3ae-4787-871e-1af324202838:248","4:f4b58906-e3ae-4787-871e-1af324202838:25","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6919780827454767152","4:f4b58906-e3ae-4787-871e-1af324202838:107","4:f4b58906-e3ae-4787-871e-1af324202838:48","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847128","4:f4b58906-e3ae-4787-871e-1af324202838:152","4:f4b58906-e3ae-4787-871e-1af324202838:48","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6922032627268452400","4:f4b58906-e3ae-4787-871e-1af324202838:199","4:f4b58906-e3ae-4787-871e-1af324202838:48","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847213","4:f4b58906-e3ae-4787-871e-1af324202838:237","4:f4b58906-e3ae-4787-871e-1af324202838:48","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6924284427082137648","4:f4b58906-e3ae-4787-871e-1af324202838:254","4:f4b58906-e3ae-4787-871e-1af324202838:48","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6926536226895822896","4:f4b58906-e3ae-4787-871e-1af324202838:263","4:f4b58906-e3ae-4787-871e-1af324202838:48","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847178","4:f4b58906-e3ae-4787-871e-1af324202838:202","4:f4b58906-e3ae-4787-871e-1af324202838:99","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847288","4:f4b58906-e3ae-4787-871e-1af324202838:312","4:f4b58906-e3ae-4787-871e-1af324202838:202","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532330","4:f4b58906-e3ae-4787-871e-1af324202838:106","4:f4b58906-e3ae-4787-871e-1af324202838:44","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532476","4:f4b58906-e3ae-4787-871e-1af324202838:252","4:f4b58906-e3ae-4787-871e-1af324202838:44","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532542","4:f4b58906-e3ae-4787-871e-1af324202838:318","4:f4b58906-e3ae-4787-871e-1af324202838:44","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847058","4:f4b58906-e3ae-4787-871e-1af324202838:82","4:f4b58906-e3ae-4787-871e-1af324202838:51","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847132","4:f4b58906-e3ae-4787-871e-1af324202838:156","4:f4b58906-e3ae-4787-871e-1af324202838:82","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6922032627268452434","4:f4b58906-e3ae-4787-871e-1af324202838:323","4:f4b58906-e3ae-4787-871e-1af324202838:82","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6922032627268452504","4:f4b58906-e3ae-4787-871e-1af324202838:197","4:f4b58906-e3ae-4787-871e-1af324202838:152","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847305","4:f4b58906-e3ae-4787-871e-1af324202838:329","4:f4b58906-e3ae-4787-871e-1af324202838:152","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847133","4:f4b58906-e3ae-4787-871e-1af324202838:157","4:f4b58906-e3ae-4787-871e-1af324202838:35","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6922032627268452509","4:f4b58906-e3ae-4787-871e-1af324202838:213","4:f4b58906-e3ae-4787-871e-1af324202838:157","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847139","4:f4b58906-e3ae-4787-871e-1af324202838:163","4:f4b58906-e3ae-4787-871e-1af324202838:29","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6922032627268452515","4:f4b58906-e3ae-4787-871e-1af324202838:244","4:f4b58906-e3ae-4787-871e-1af324202838:163","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532527","4:f4b58906-e3ae-4787-871e-1af324202838:303","4:f4b58906-e3ae-4787-871e-1af324202838:163","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6924284427082137763","4:f4b58906-e3ae-4787-871e-1af324202838:309","4:f4b58906-e3ae-4787-871e-1af324202838:163","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847149","4:f4b58906-e3ae-4787-871e-1af324202838:173","4:f4b58906-e3ae-4787-871e-1af324202838:29","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847188","4:f4b58906-e3ae-4787-871e-1af324202838:212","4:f4b58906-e3ae-4787-871e-1af324202838:128","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847236","4:f4b58906-e3ae-4787-871e-1af324202838:260","4:f4b58906-e3ae-4787-871e-1af324202838:51","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847312","4:f4b58906-e3ae-4787-871e-1af324202838:336","4:f4b58906-e3ae-4787-871e-1af324202838:29","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847313","4:f4b58906-e3ae-4787-871e-1af324202838:337","4:f4b58906-e3ae-4787-871e-1af324202838:29","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847322","4:f4b58906-e3ae-4787-871e-1af324202838:346","4:f4b58906-e3ae-4787-871e-1af324202838:51","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847168","4:f4b58906-e3ae-4787-871e-1af324202838:192","4:f4b58906-e3ae-4787-871e-1af324202838:346","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532536","4:f4b58906-e3ae-4787-871e-1af324202838:312","4:f4b58906-e3ae-4787-871e-1af324202838:346","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847047","4:f4b58906-e3ae-4787-871e-1af324202838:71","4:f4b58906-e3ae-4787-871e-1af324202838:39","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532345","4:f4b58906-e3ae-4787-871e-1af324202838:121","4:f4b58906-e3ae-4787-871e-1af324202838:39","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847097","4:f4b58906-e3ae-4787-871e-1af324202838:121","4:f4b58906-e3ae-4787-871e-1af324202838:72","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847224","4:f4b58906-e3ae-4787-871e-1af324202838:248","4:f4b58906-e3ae-4787-871e-1af324202838:72","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847318","4:f4b58906-e3ae-4787-871e-1af324202838:342","4:f4b58906-e3ae-4787-871e-1af324202838:72","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847110","4:f4b58906-e3ae-4787-871e-1af324202838:134","4:f4b58906-e3ae-4787-871e-1af324202838:88","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847135","4:f4b58906-e3ae-4787-871e-1af324202838:159","4:f4b58906-e3ae-4787-871e-1af324202838:88","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847136","4:f4b58906-e3ae-4787-871e-1af324202838:160","4:f4b58906-e3ae-4787-871e-1af324202838:88","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847137","4:f4b58906-e3ae-4787-871e-1af324202838:161","4:f4b58906-e3ae-4787-871e-1af324202838:88","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847147","4:f4b58906-e3ae-4787-871e-1af324202838:171","4:f4b58906-e3ae-4787-871e-1af324202838:88","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847266","4:f4b58906-e3ae-4787-871e-1af324202838:290","4:f4b58906-e3ae-4787-871e-1af324202838:88","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847267","4:f4b58906-e3ae-4787-871e-1af324202838:291","4:f4b58906-e3ae-4787-871e-1af324202838:88","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847275","4:f4b58906-e3ae-4787-871e-1af324202838:299","4:f4b58906-e3ae-4787-871e-1af324202838:88","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847316","4:f4b58906-e3ae-4787-871e-1af324202838:340","4:f4b58906-e3ae-4787-871e-1af324202838:88","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532521","4:f4b58906-e3ae-4787-871e-1af324202838:297","4:f4b58906-e3ae-4787-871e-1af324202838:359","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532410","4:f4b58906-e3ae-4787-871e-1af324202838:186","4:f4b58906-e3ae-4787-871e-1af324202838:255","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532343","4:f4b58906-e3ae-4787-871e-1af324202838:119","4:f4b58906-e3ae-4787-871e-1af324202838:43","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532298","4:f4b58906-e3ae-4787-871e-1af324202838:74","4:f4b58906-e3ae-4787-871e-1af324202838:28","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847145","4:f4b58906-e3ae-4787-871e-1af324202838:169","4:f4b58906-e3ae-4787-871e-1af324202838:118","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847211","4:f4b58906-e3ae-4787-871e-1af324202838:235","4:f4b58906-e3ae-4787-871e-1af324202838:118","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847234","4:f4b58906-e3ae-4787-871e-1af324202838:258","4:f4b58906-e3ae-4787-871e-1af324202838:118","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847235","4:f4b58906-e3ae-4787-871e-1af324202838:259","4:f4b58906-e3ae-4787-871e-1af324202838:118","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847261","4:f4b58906-e3ae-4787-871e-1af324202838:285","4:f4b58906-e3ae-4787-871e-1af324202838:118","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847286","4:f4b58906-e3ae-4787-871e-1af324202838:310","4:f4b58906-e3ae-4787-871e-1af324202838:118","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847260","4:f4b58906-e3ae-4787-871e-1af324202838:284","4:f4b58906-e3ae-4787-871e-1af324202838:175","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847298","4:f4b58906-e3ae-4787-871e-1af324202838:322","4:f4b58906-e3ae-4787-871e-1af324202838:175","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847309","4:f4b58906-e3ae-4787-871e-1af324202838:333","4:f4b58906-e3ae-4787-871e-1af324202838:175","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847314","4:f4b58906-e3ae-4787-871e-1af324202838:338","4:f4b58906-e3ae-4787-871e-1af324202838:175","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847315","4:f4b58906-e3ae-4787-871e-1af324202838:339","4:f4b58906-e3ae-4787-871e-1af324202838:175","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847321","4:f4b58906-e3ae-4787-871e-1af324202838:345","4:f4b58906-e3ae-4787-871e-1af324202838:175","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847166","4:f4b58906-e3ae-4787-871e-1af324202838:190","4:f4b58906-e3ae-4787-871e-1af324202838:193","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532549","4:f4b58906-e3ae-4787-871e-1af324202838:325","4:f4b58906-e3ae-4787-871e-1af324202838:193","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532579","4:f4b58906-e3ae-4787-871e-1af324202838:355","4:f4b58906-e3ae-4787-871e-1af324202838:58","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847282","4:f4b58906-e3ae-4787-871e-1af324202838:306","4:f4b58906-e3ae-4787-871e-1af324202838:205","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532432","4:f4b58906-e3ae-4787-871e-1af324202838:208","4:f4b58906-e3ae-4787-871e-1af324202838:210","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847250","4:f4b58906-e3ae-4787-871e-1af324202838:274","4:f4b58906-e3ae-4787-871e-1af324202838:133","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532553","4:f4b58906-e3ae-4787-871e-1af324202838:329","4:f4b58906-e3ae-4787-871e-1af324202838:133","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847281","4:f4b58906-e3ae-4787-871e-1af324202838:305","4:f4b58906-e3ae-4787-871e-1af324202838:198","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847032","4:f4b58906-e3ae-4787-871e-1af324202838:56","4:f4b58906-e3ae-4787-871e-1af324202838:28","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532322","4:f4b58906-e3ae-4787-871e-1af324202838:98","4:f4b58906-e3ae-4787-871e-1af324202838:56","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847033","4:f4b58906-e3ae-4787-871e-1af324202838:57","4:f4b58906-e3ae-4787-871e-1af324202838:28","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847079","4:f4b58906-e3ae-4787-871e-1af324202838:103","4:f4b58906-e3ae-4787-871e-1af324202838:57","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532283","4:f4b58906-e3ae-4787-871e-1af324202838:59","4:f4b58906-e3ae-4787-871e-1af324202838:28","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532334","4:f4b58906-e3ae-4787-871e-1af324202838:110","4:f4b58906-e3ae-4787-871e-1af324202838:28","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847086","4:f4b58906-e3ae-4787-871e-1af324202838:110","4:f4b58906-e3ae-4787-871e-1af324202838:29","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532370","4:f4b58906-e3ae-4787-871e-1af324202838:146","4:f4b58906-e3ae-4787-871e-1af324202838:110","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6922032627268452462","4:f4b58906-e3ae-4787-871e-1af324202838:172","4:f4b58906-e3ae-4787-871e-1af324202838:110","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6924284427082137710","4:f4b58906-e3ae-4787-871e-1af324202838:347","4:f4b58906-e3ae-4787-871e-1af324202838:110","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847124","4:f4b58906-e3ae-4787-871e-1af324202838:148","4:f4b58906-e3ae-4787-871e-1af324202838:28","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532372","4:f4b58906-e3ae-4787-871e-1af324202838:148","4:f4b58906-e3ae-4787-871e-1af324202838:99","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532375","4:f4b58906-e3ae-4787-871e-1af324202838:151","4:f4b58906-e3ae-4787-871e-1af324202838:28","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847018","4:f4b58906-e3ae-4787-871e-1af324202838:42","4:f4b58906-e3ae-4787-871e-1af324202838:29","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847057","4:f4b58906-e3ae-4787-871e-1af324202838:81","4:f4b58906-e3ae-4787-871e-1af324202838:42","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847066","4:f4b58906-e3ae-4787-871e-1af324202838:90","4:f4b58906-e3ae-4787-871e-1af324202838:42","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847103","4:f4b58906-e3ae-4787-871e-1af324202838:127","4:f4b58906-e3ae-4787-871e-1af324202838:42","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847120","4:f4b58906-e3ae-4787-871e-1af324202838:144","4:f4b58906-e3ae-4787-871e-1af324202838:42","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847215","4:f4b58906-e3ae-4787-871e-1af324202838:239","4:f4b58906-e3ae-4787-871e-1af324202838:42","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847244","4:f4b58906-e3ae-4787-871e-1af324202838:268","4:f4b58906-e3ae-4787-871e-1af324202838:42","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847278","4:f4b58906-e3ae-4787-871e-1af324202838:302","4:f4b58906-e3ae-4787-871e-1af324202838:42","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847333","4:f4b58906-e3ae-4787-871e-1af324202838:357","4:f4b58906-e3ae-4787-871e-1af324202838:42","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847156","4:f4b58906-e3ae-4787-871e-1af324202838:180","4:f4b58906-e3ae-4787-871e-1af324202838:29","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847345","4:f4b58906-e3ae-4787-871e-1af324202838:369","4:f4b58906-e3ae-4787-871e-1af324202838:29","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847095","4:f4b58906-e3ae-4787-871e-1af324202838:119","4:f4b58906-e3ae-4787-871e-1af324202838:35","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6922032627268452471","4:f4b58906-e3ae-4787-871e-1af324202838:358","4:f4b58906-e3ae-4787-871e-1af324202838:119","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847153","4:f4b58906-e3ae-4787-871e-1af324202838:177","4:f4b58906-e3ae-4787-871e-1af324202838:35","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532599","4:f4b58906-e3ae-4787-871e-1af324202838:375","4:f4b58906-e3ae-4787-871e-1af324202838:177","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847118","4:f4b58906-e3ae-4787-871e-1af324202838:142","4:f4b58906-e3ae-4787-871e-1af324202838:103","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1155173304420532366","4:f4b58906-e3ae-4787-871e-1af324202838:142","4:f4b58906-e3ae-4787-871e-1af324202838:38","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6922032627268452494","4:f4b58906-e3ae-4787-871e-1af324202838:230","4:f4b58906-e3ae-4787-871e-1af324202838:142","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6924284427082137742","4:f4b58906-e3ae-4787-871e-1af324202838:277","4:f4b58906-e3ae-4787-871e-1af324202838:142","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847351","4:f4b58906-e3ae-4787-871e-1af324202838:375","4:f4b58906-e3ae-4787-871e-1af324202838:102","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1157425104234217578","4:f4b58906-e3ae-4787-871e-1af324202838:106","4:f4b58906-e3ae-4787-871e-1af324202838:58","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:1152921504606847228","4:f4b58906-e3ae-4787-871e-1af324202838:252","4:f4b58906-e3ae-4787-871e-1af324202838:128","DEPENDE"
"5:f4b58906-e3ae-4787-871e-1af324202838:6919780827454767232","4:f4b58906-e3ae-4787-871e-1af324202838:300","4:f4b58906-e3ae-4787-871e-1af324202838:128","DEPENDE"
